0, F, 0, 28
0, F, 28, 56
0, F, 56, 84
0, F, 84, 112
0, F, 112, 140
0, F, 140, 168
0, F, 168, 196
0, F, 196, 224
0, F, 224, 252
0, B, 343, 377
0, F, 377, 405
0, F, 405, 433
0, F, 433, 461
0, B, 461, 495
0, W, 495, 511
0, W, 511, 527
0, B, 541, 575
0, W, 575, 591
0, B, 622, 656
0, W, 656, 672
0, B, 672, 706
0, W, 706, 722
0, B, 748, 782
0, W, 782, 798
0, B, 817, 851
0, W, 851, 867
0, B, 886, 920
0, W, 920, 936
0, B, 936, 970
0, W, 970, 986
0, B, 1024, 1058
0, W, 1058, 1074
0, B, 1093, 1127
0, W, 1127, 1143
0, B, 1210, 1244
0, W, 1244, 1260
1, F, 28, 64
1, F, 64, 100
1, F, 100, 136
1, F, 136, 172
1, F, 172, 208
1, F, 208, 244
1, F, 244, 280
1, B, 298, 343
1, F, 343, 379
1, F, 379, 415
1, B, 415, 460
1, F, 460, 496
1, B, 496, 541
1, F, 541, 577
1, B, 577, 622
1, B, 622, 667
1, F, 667, 703
1, B, 703, 748
1, W, 748, 772
1, B, 772, 817
1, W, 817, 841
1, B, 841, 886
1, B, 886, 931
1, W, 931, 955
1, W, 955, 979
1, B, 979, 1024
1, W, 1024, 1048
1, B, 1048, 1093
1, W, 1093, 1117
1, W, 1117, 1141
1, W, 1141, 1165
1, B, 1165, 1210
1, W, 1210, 1234
1, W, 1234, 1258
1, W, 1258, 1282
1, W, 1282, 1306
2, F, 64, 100
2, F, 100, 136
2, F, 136, 172
2, F, 172, 208
2, F, 208, 244
2, B, 252, 298
2, F, 298, 334
2, B, 334, 380
2, F, 380, 416
2, B, 416, 462
2, F, 462, 498
2, B, 498, 544
2, B, 544, 590
2, F, 590, 626
2, B, 626, 672
2, F, 672, 708
2, B, 708, 754
2, F, 754, 790
2, B, 790, 836
2, B, 836, 882
2, F, 882, 918
2, B, 918, 964
2, W, 964, 987
2, B, 987, 1033
2, W, 1033, 1056
2, W, 1056, 1079
2, W, 1079, 1102
2, B, 1102, 1148
2, W, 1148, 1171
2, W, 1171, 1194
2, W, 1194, 1217
2, W, 1217, 1240
2, W, 1240, 1263
2, W, 1263, 1286
2, W, 1286, 1309
2, W, 1309, 1332
3, F, 140, 173
3, B, 173, 212
3, F, 212, 245
3, B, 245, 284
3, F, 284, 317
3, B, 317, 356
3, F, 356, 389
3, B, 389, 428
3, F, 428, 461
3, B, 461, 500
3, F, 500, 533
3, B, 533, 572
3, F, 572, 605
3, B, 605, 644
3, F, 644, 677
3, B, 677, 716
3, F, 716, 749
3, B, 749, 788
3, F, 788, 821
3, B, 821, 860
3, F, 860, 893
3, B, 893, 932
3, W, 932, 952
3, W, 952, 972
3, F, 972, 1005
3, B, 1005, 1044
3, W, 1044, 1064
3, W, 1064, 1084
3, W, 1084, 1104
3, W, 1104, 1124
3, W, 1124, 1144
3, W, 1144, 1164
3, W, 1164, 1184
3, W, 1184, 1204
3, W, 1204, 1224
3, W, 1224, 1244
