0, F, 0, 8
0, F, 8, 16
0, F, 16, 24
0, F, 24, 32
0, F, 32, 40
0, F, 40, 48
0, F, 48, 56
0, F, 56, 64
0, F, 64, 72
0, F, 72, 80
0, F, 80, 88
0, F, 88, 96
0, B, 227, 237
0, W, 237, 242
0, B, 246, 256
0, B, 256, 266
0, W, 266, 271
0, W, 271, 276
0, B, 278, 288
0, W, 288, 293
0, B, 297, 307
0, W, 307, 312
0, B, 313, 323
0, W, 323, 328
0, B, 329, 339
0, W, 339, 344
0, B, 351, 361
0, W, 361, 366
0, B, 367, 377
0, W, 377, 382
0, B, 383, 393
0, W, 393, 398
0, B, 405, 415
0, W, 415, 420
0, B, 421, 431
0, W, 431, 436
1, F, 29, 38
1, F, 38, 47
1, F, 47, 56
1, F, 56, 65
1, F, 65, 74
1, F, 74, 83
1, F, 83, 92
1, F, 92, 101
1, F, 101, 110
1, F, 110, 119
1, F, 119, 128
1, F, 128, 137
1, B, 196, 206
1, W, 206, 212
1, B, 215, 225
1, B, 225, 235
1, W, 235, 241
1, W, 241, 247
1, B, 247, 257
1, W, 257, 263
1, B, 266, 276
1, W, 276, 282
1, B, 282, 292
1, W, 292, 298
1, B, 298, 308
1, W, 308, 314
1, B, 320, 330
1, W, 330, 336
1, B, 336, 346
1, W, 346, 352
1, B, 352, 362
1, W, 362, 368
1, B, 374, 384
1, W, 384, 390
1, B, 390, 400
1, W, 400, 406
2, F, 67, 76
2, F, 76, 85
2, F, 85, 94
2, F, 94, 103
2, F, 103, 112
2, F, 112, 121
2, F, 121, 130
2, F, 130, 139
2, F, 139, 148
2, F, 148, 157
2, B, 157, 167
2, F, 167, 176
2, B, 176, 186
2, B, 186, 196
2, F, 196, 205
2, B, 205, 215
2, W, 215, 221
2, W, 221, 227
2, B, 227, 237
2, W, 237, 243
2, B, 243, 253
2, W, 253, 259
2, B, 259, 269
2, W, 269, 275
2, W, 275, 281
2, B, 281, 291
2, W, 291, 297
2, B, 297, 307
2, W, 307, 313
2, B, 313, 323
2, W, 323, 329
2, W, 329, 335
2, B, 335, 345
2, W, 345, 351
2, B, 351, 361
2, W, 361, 367
3, F, 104, 113
3, B, 113, 122
3, F, 122, 131
3, B, 131, 140
3, F, 140, 149
3, B, 149, 158
3, F, 158, 167
3, B, 167, 176
3, F, 176, 185
3, B, 185, 194
3, F, 194, 203
3, B, 203, 212
3, F, 212, 221
3, B, 221, 230
3, F, 230, 239
3, B, 239, 248
3, F, 248, 257
3, B, 257, 266
3, F, 266, 275
3, B, 275, 284
3, F, 284, 293
3, B, 293, 302
3, F, 302, 311
3, B, 311, 320
3, W, 320, 326
3, W, 326, 332
3, W, 332, 338
3, W, 338, 344
3, W, 344, 350
3, W, 350, 356
3, W, 356, 362
3, W, 362, 368
3, W, 368, 374
3, W, 374, 380
3, W, 380, 386
3, W, 386, 392
